Transaction Time|Client Transaction Id|Transaction Id|IP Address|Event Type|A Party Msisdn|B Party Msisdn|input|Result Code|Result Description|Service Class|Requested Product ID|Product Name|Product Type|Product Cost|Applied product cost|Product Validity|Access Channel|Access Code|Charge Indicator|Vat Fee|Language Id|Iname|Circle Code|Pay Source|Send sms|Skip charging|Bill Cycle ID|User ID|Origin Host|Faf Indicator|Faf MSISDN|Offer ID|New Imei|Old Imei|Dealer ID|Transfer Remark|DrCr|Subscription Date|Expiry Date|Last Renewal Date|Grace Expiry Date|Status|Subscription Mode|Network Status|Last Status|Status Change time|Command Count|Charging Session Id|Notification Message|Commission Fee|Transfer Fee|GL Code|State|Subscriber Type|OpParam1|OpParam2|OpParam3|OpParam4|OpParam5|OpParam6|OpParam7|OpParam8|OpParam9|OpParam10|OpParam11|OpParam12|TDF_Event_Class|TDF_Event_Name||TDF_Periodic_Charge|TDF_Usage|External Data1|External Data2|External Data3|External Data4|Callback|ParentProductSPInfo
30/06/2019 17:21:33:060|1561900892963|||USSDBrowsing|971520000559||||||||||||USSD|*135*90*1*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
30/06/2019 17:21:35:845|1561900892963|||USSDBrowsing|971520000559||||||||||||USSD|*135*90*1*1*1*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
30/06/2019 17:21:38:438|1561900892963|2533420898963|10.95.214.136|NACT|971520000559||NACT_Redirect_*135*120*1*2#|0|SUCCESS|1002|2150|Redirect_*135*120*1*2#|Others|0|0|9999 Days|USSD|*135*90*1*1*1*1*1#||5|2|USSD|UAE|ScapV2||true||||||||||||30/06/2019 17:21:38:000|14/11/2046 17:21:38:000||||Adhoc||||0|2533420898963||||||||||||||||||||||||||||false|
30/06/2019 17:21:38:464|1561900892963|||USSDBrowsing|971520000559||||||||||||USSD|*135*90*1*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
30/06/2019 17:21:41:313|1561900892963|||USSDBrowsing|971520000559||||||||||||USSD|*135*90*1*2*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
30/06/2019 17:21:44:791|1561900892963|||USSDBrowsing|971520000559||||||||||||USSD|*135*90*1*2*1*2*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
30/06/2019 17:21:48:167||2533420908543|10.95.214.136|OPOT|971520000559||OPOT_UAE_Voice_2079|136|FAILURE|1002|2079|OneWayFnFMonthly1|Voice|6571|0|30 Days|CIS|null OPOT_UAE_Voice_2079||6571|2|TIBCO|UAE|ScapV2||false|||||||||||||||||Renewal||||1|2533420908543|Your Request for Renewal off of your existing product has been Failed.|||||||||||||||||||||||||||false|1
30/06/2019 17:21:48:222|1561900892963|2533420908329|10.95.214.136|RACT|971520000559||RACT_OneWayFnFWeekly1|0|SUCCESS|1002|2064|OneWayFnFWeekly1|Voice|1904|1904|7 Days|USSD|*135*90*1*2*1*2*1*3#|Reserve-Commit|5|2|USSD|UAE|ScapV2||false|||||||||||||07/07/2019 17:21:48:000||||Renewal||||3|2533420908329|Your subscription request is being processed. You will receive a confirmation SMS once done.||||||||||||||||||Bundle|D_WIndia_N|C_WIndia_N|OneWayFnFWeekly_PC||||||false|
30/06/2019 17:21:48:242|1561900892963|||USSDBrowsing|971520000559||||||||||||USSD|*135*90*1*2*1*2*1*3#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
30/06/2019 17:25:25:922|1000103547|2533421125714|10.95.214.136|RACT|971520000183||RACT_MeMineIntlRec|0|SUCCESS|1001|1698|MeMineIntlRec|Voice|1000|1000|30 Days|WEB|TIBCO RACT_UAE_Voice_1698|Reserve-Commit|5|2|TIBCO|UAE|ScapV2||false|||SIEBEL||||||SIEBEL||||30/07/2019 17:25:25:000||||Renewal||||3|2533421125714|Your Me&amp;Mine International is ready to use.You can now start enjoying discounts to your Me&amp;Mine International numbers.||||||||||||||||||Booster|MeMine Int Actvtn||BstrM&mIntRenew||||||false|
30/06/2019 17:25:45:344|1000103548|2533421145350|10.95.214.136|ADD_DU_FAF|971520000183|919811098110|ADD_MeMineChgFaFIntl|0|SUCCESS|1001|1801|MeMineChgFaFIntl|FAF|0|0|1 Hours|WEB|TIBCO ADD_UAE_FAF_1801||5|2|TIBCO|UAE|AIR||true||||200|919811098110|||||||30/06/2019 17:25:45:000|30/06/2019 18:25:45:000||||Adhoc||||1|2533421145350|Add FaF MSISDN request is successful.|||||||||||||||||||||||||||false|
